report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,year,month,month_name,day,day_of_week,occurrence_hour,time_period,reporting_delay_days,age_group,case_resolution_days
36195,2024-02-19 06:00:00,2024-02-17 02:00:00,17-02-2024 07:41,Lucknow,407,HOMICIDE,73,M,Other,Other Crime,5,No,,2024,2,February,17,Saturday,7,Morning,2.1666666666666665,Senior,
36196,2024-02-19 09:00:00,2024-02-17 03:00:00,17-02-2024 03:59,Delhi,476,HOMICIDE,21,F,Blunt Object,Other Crime,12,Yes,2025-05-14 09:00:00,2024,2,February,17,Saturday,3,Night,2.25,Young Adult,452.25
36197,2024-02-19 17:00:00,2024-02-17 04:00:00,17-02-2024 16:41,Indore,300,PUBLIC INTOXICATION,60,F,Blunt Object,Other Crime,2,Yes,2024-03-02 17:00:00,2024,2,February,17,Saturday,16,Afternoon,2.5416666666666665,Senior,14.541666666666666
36198,2024-02-18 15:00:00,2024-02-17 05:00:00,17-02-2024 11:42,Ahmedabad,353,DOMESTIC VIOLENCE,56,F,Other,Violent Crime,3,Yes,2024-03-04 15:00:00,2024,2,February,17,Saturday,11,Morning,1.4166666666666667,Senior,16.416666666666668
36199,2024-02-18 14:00:00,2024-02-17 06:00:00,17-02-2024 17:46,Bhopal,333,BURGLARY,16,M,Other,Other Crime,17,No,,2024,2,February,17,Saturday,17,Evening,1.3333333333333333,Minor,
36200,2024-02-18 08:00:00,2024-02-17 07:00:00,17-02-2024 20:42,Ahmedabad,249,DRUG OFFENSE,13,F,Firearm,Other Crime,11,Yes,2024-02-29 08:00:00,2024,2,February,17,Saturday,20,Evening,1.0416666666666667,Minor,12.041666666666666
36201,2024-02-18 06:00:00,2024-02-17 08:00:00,17-02-2024 22:03,Chennai,258,VEHICLE - STOLEN,61,M,Poison,Violent Crime,4,No,,2024,2,February,17,Saturday,22,Night,0.9166666666666666,Senior,
36202,2024-02-19 05:00:00,2024-02-17 09:00:00,18-02-2024 02:14,Surat,528,KIDNAPPING,11,M,Poison,Other Crime,16,No,,2024,2,February,17,Saturday,2,Night,1.8333333333333333,Minor,
36203,2024-02-19 02:00:00,2024-02-17 10:00:00,17-02-2024 15:24,Faridabad,499,KIDNAPPING,71,F,Blunt Object,Other Crime,1,Yes,2024-02-27 02:00:00,2024,2,February,17,Saturday,15,Afternoon,1.6666666666666667,Senior,9.666666666666666
36204,2024-02-19 16:00:00,2024-02-17 11:00:00,18-02-2024 07:14,Ahmedabad,548,SHOPLIFTING,50,F,Explosives,Other Crime,13,Yes,2024-05-01 16:00:00,2024,2,February,17,Saturday,7,Morning,2.2083333333333335,Adult,74.20833333333333
36205,2024-02-19 14:00:00,2024-02-17 12:00:00,17-02-2024 17:28,Pune,518,FIREARM OFFENSE,59,F,Firearm,Fire Accident,10,No,,2024,2,February,17,Saturday,17,Evening,2.0833333333333335,Senior,
36206,2024-02-17 22:00:00,2024-02-17 13:00:00,17-02-2024 14:49,Bangalore,170,EXTORTION,71,M,Blunt Object,Other Crime,11,No,,2024,2,February,17,Saturday,14,Afternoon,0.375,Senior,
36207,2024-02-19 14:00:00,2024-02-17 14:00:00,17-02-2024 17:26,Faridabad,556,ILLEGAL POSSESSION,25,F,Unknown,Other Crime,3,Yes,2024-04-13 14:00:00,2024,2,February,17,Saturday,17,Evening,2.0,Young Adult,56.0
36208,2024-02-18 08:00:00,2024-02-17 15:00:00,18-02-2024 09:26,Nagpur,284,SEXUAL ASSAULT,10,F,Explosives,Violent Crime,2,No,,2024,2,February,17,Saturday,9,Morning,0.7083333333333334,Minor,
36209,2024-02-19 05:00:00,2024-02-17 16:00:00,17-02-2024 22:20,Pune,368,ASSAULT,67,M,Firearm,Violent Crime,8,Yes,2024-03-30 05:00:00,2024,2,February,17,Saturday,22,Night,1.5416666666666667,Senior,41.541666666666664
36210,2024-02-20 14:00:00,2024-02-17 17:00:00,18-02-2024 07:14,Kalyan,497,ARSON,37,M,Unknown,Fire Accident,17,No,,2024,2,February,17,Saturday,7,Morning,2.875,Adult,
36211,2024-02-18 08:00:00,2024-02-17 18:00:00,18-02-2024 11:27,Kanpur,243,IDENTITY THEFT,19,F,Explosives,Violent Crime,5,Yes,2024-05-04 08:00:00,2024,2,February,17,Saturday,11,Morning,0.5833333333333334,Young Adult,76.58333333333333
36212,2024-02-18 04:00:00,2024-02-17 19:00:00,18-02-2024 16:19,Lucknow,145,FIREARM OFFENSE,60,M,Unknown,Fire Accident,4,Yes,2024-04-23 04:00:00,2024,2,February,17,Saturday,16,Afternoon,0.375,Senior,65.375
36213,2024-02-19 08:00:00,2024-02-17 20:00:00,18-02-2024 01:03,Varanasi,208,VANDALISM,75,M,Blunt Object,Other Crime,1,Yes,2024-03-13 08:00:00,2024,2,February,17,Saturday,1,Night,1.5,Senior,24.5
36214,2024-02-18 19:00:00,2024-02-17 21:00:00,18-02-2024 16:32,Delhi,377,PUBLIC INTOXICATION,78,F,Firearm,Other Crime,10,Yes,2024-03-01 19:00:00,2024,2,February,17,Saturday,16,Afternoon,0.9166666666666666,Senior,12.916666666666666
36215,2024-02-18 17:00:00,2024-02-17 22:00:00,18-02-2024 06:43,Delhi,199,IDENTITY THEFT,42,F,Knife,Violent Crime,18,No,,2024,2,February,17,Saturday,6,Morning,0.7916666666666666,Adult,
36216,2024-02-20 15:00:00,2024-02-17 23:00:00,17-02-2024 23:47,Mumbai,143,DRUG OFFENSE,45,M,Explosives,Other Crime,1,No,,2024,2,February,17,Saturday,23,Night,2.6666666666666665,Adult,
36217,2024-02-20 17:00:00,2024-02-18 00:00:00,18-02-2024 04:02,Ahmedabad,385,IDENTITY THEFT,39,F,Other,Violent Crime,16,Yes,2024-05-02 17:00:00,2024,2,February,18,Sunday,4,Night,2.7083333333333335,Adult,74.70833333333333
36218,2024-02-21 00:00:00,2024-02-18 01:00:00,18-02-2024 18:34,Jaipur,420,PUBLIC INTOXICATION,70,F,Poison,Other Crime,3,Yes,2024-02-24 00:00:00,2024,2,February,18,Sunday,18,Evening,2.9583333333333335,Senior,5.958333333333333
36219,2024-02-18 03:00:00,2024-02-18 02:00:00,18-02-2024 17:56,Pune,565,VANDALISM,41,F,Explosives,Other Crime,13,No,,2024,2,February,18,Sunday,17,Evening,0.041666666666666664,Adult,
36220,2024-02-20 19:00:00,2024-02-18 03:00:00,19-02-2024 01:43,Chennai,390,ROBBERY,26,F,Blunt Object,Violent Crime,6,Yes,2024-06-06 19:00:00,2024,2,February,18,Sunday,1,Night,2.6666666666666665,Young Adult,109.66666666666667
36221,2024-02-20 14:00:00,2024-02-18 04:00:00,18-02-2024 23:20,Delhi,350,CYBERCRIME,66,M,Knife,Other Crime,17,No,,2024,2,February,18,Sunday,23,Night,2.4166666666666665,Senior,
36222,2024-02-19 15:00:00,2024-02-18 05:00:00,19-02-2024 01:46,Thane,570,FRAUD,70,F,Explosives,Other Crime,4,Yes,2024-04-05 15:00:00,2024,2,February,18,Sunday,1,Night,1.4166666666666667,Senior,47.416666666666664
36223,2024-02-21 02:00:00,2024-02-18 06:00:00,19-02-2024 03:31,Delhi,160,VEHICLE - STOLEN,27,F,Explosives,Violent Crime,15,No,,2024,2,February,18,Sunday,3,Night,2.8333333333333335,Young Adult,
36224,2024-02-18 18:00:00,2024-02-18 07:00:00,19-02-2024 05:50,Nagpur,259,KIDNAPPING,56,F,Poison,Other Crime,14,No,,2024,2,February,18,Sunday,5,Night,0.4583333333333333,Senior,
36225,2024-02-20 02:00:00,2024-02-18 08:00:00,18-02-2024 23:16,Bangalore,556,ASSAULT,30,M,Other,Violent Crime,3,No,,2024,2,February,18,Sunday,23,Night,1.75,Young Adult,
36226,2024-02-19 00:00:00,2024-02-18 09:00:00,18-02-2024 13:39,Delhi,246,FRAUD,13,M,Other,Other Crime,13,Yes,2024-03-12 00:00:00,2024,2,February,18,Sunday,13,Afternoon,0.625,Minor,22.625
36227,2024-02-21 08:00:00,2024-02-18 10:00:00,18-02-2024 16:05,Kolkata,311,CYBERCRIME,29,M,Other,Other Crime,16,Yes,2024-05-14 08:00:00,2024,2,February,18,Sunday,16,Afternoon,2.9166666666666665,Young Adult,85.91666666666667
36228,2024-02-18 23:00:00,2024-02-18 11:00:00,18-02-2024 13:21,Mumbai,370,SEXUAL ASSAULT,22,F,Blunt Object,Violent Crime,8,Yes,2025-12-15 23:00:00,2024,2,February,18,Sunday,13,Afternoon,0.5,Young Adult,666.5
36229,2024-02-20 12:00:00,2024-02-18 12:00:00,19-02-2024 09:23,Visakhapatnam,491,ASSAULT,35,F,Firearm,Violent Crime,10,Yes,2024-03-30 12:00:00,2024,2,February,18,Sunday,9,Morning,2.0,Adult,41.0
36230,2024-02-19 16:00:00,2024-02-18 13:00:00,19-02-2024 12:05,Mumbai,149,DRUG OFFENSE,48,M,Unknown,Other Crime,14,No,,2024,2,February,18,Sunday,12,Afternoon,1.125,Adult,
36231,2024-02-19 08:00:00,2024-02-18 14:00:00,18-02-2024 15:10,Rajkot,543,TRAFFIC VIOLATION,73,M,Poison,Traffic Fatality,11,Yes,2024-03-12 08:00:00,2024,2,February,18,Sunday,15,Afternoon,0.75,Senior,22.75
36232,2024-02-20 17:00:00,2024-02-18 15:00:00,18-02-2024 23:20,Surat,105,CYBERCRIME,25,M,Poison,Other Crime,13,No,,2024,2,February,18,Sunday,23,Night,2.0833333333333335,Young Adult,
36233,2024-02-20 17:00:00,2024-02-18 16:00:00,18-02-2024 19:56,Nagpur,537,COUNTERFEITING,23,F,Other,Other Crime,14,No,,2024,2,February,18,Sunday,19,Evening,2.0416666666666665,Young Adult,
36234,2024-02-19 02:00:00,2024-02-18 17:00:00,19-02-2024 10:50,Hyderabad,271,EXTORTION,54,F,Other,Other Crime,7,Yes,2024-03-11 02:00:00,2024,2,February,18,Sunday,10,Morning,0.375,Senior,21.375
36235,2024-02-20 03:00:00,2024-02-18 18:00:00,19-02-2024 14:39,Delhi,305,HOMICIDE,28,F,Poison,Other Crime,11,Yes,2025-11-06 03:00:00,2024,2,February,18,Sunday,14,Afternoon,1.375,Young Adult,626.375
36236,2024-02-21 02:00:00,2024-02-18 19:00:00,19-02-2024 18:48,Ahmedabad,211,HOMICIDE,34,M,Firearm,Other Crime,2,No,,2024,2,February,18,Sunday,18,Evening,2.2916666666666665,Adult,
36237,2024-02-20 07:00:00,2024-02-18 20:00:00,19-02-2024 19:19,Pune,457,ARSON,27,F,Unknown,Fire Accident,16,No,,2024,2,February,18,Sunday,19,Evening,1.4583333333333333,Young Adult,
36238,2024-02-21 00:00:00,2024-02-18 21:00:00,19-02-2024 09:43,Agra,530,FRAUD,34,F,Poison,Other Crime,14,No,,2024,2,February,18,Sunday,9,Morning,2.125,Adult,
36239,2024-02-21 19:00:00,2024-02-18 22:00:00,19-02-2024 14:22,Visakhapatnam,217,CYBERCRIME,35,F,Firearm,Other Crime,16,No,,2024,2,February,18,Sunday,14,Afternoon,2.875,Adult,
36240,2024-02-21 20:00:00,2024-02-18 23:00:00,19-02-2024 06:33,Bangalore,469,IDENTITY THEFT,16,F,Poison,Violent Crime,4,Yes,2024-04-26 20:00:00,2024,2,February,18,Sunday,6,Morning,2.875,Minor,67.875
36241,2024-02-20 20:00:00,2024-02-19 00:00:00,19-02-2024 09:07,Ahmedabad,487,ASSAULT,68,F,Unknown,Violent Crime,3,Yes,2024-04-20 20:00:00,2024,2,February,19,Monday,9,Morning,1.8333333333333333,Senior,61.833333333333336
36242,2024-02-20 19:00:00,2024-02-19 01:00:00,19-02-2024 17:46,Jaipur,150,FRAUD,34,F,Unknown,Other Crime,6,Yes,2024-04-09 19:00:00,2024,2,February,19,Monday,17,Evening,1.75,Adult,50.75
36243,2024-02-19 20:00:00,2024-02-19 02:00:00,19-02-2024 05:46,Lucknow,193,ILLEGAL POSSESSION,79,F,Blunt Object,Other Crime,11,Yes,2024-03-01 20:00:00,2024,2,February,19,Monday,5,Night,0.75,Senior,11.75
36244,2024-02-22 00:00:00,2024-02-19 03:00:00,19-02-2024 06:42,Lucknow,313,DRUG OFFENSE,10,F,Unknown,Other Crime,5,Yes,2024-04-15 00:00:00,2024,2,February,19,Monday,6,Morning,2.875,Minor,55.875
36245,2024-02-19 17:00:00,2024-02-19 04:00:00,19-02-2024 11:17,Meerut,332,IDENTITY THEFT,32,F,Blunt Object,Violent Crime,1,No,,2024,2,February,19,Monday,11,Morning,0.5416666666666666,Adult,
36246,2024-02-19 21:00:00,2024-02-19 05:00:00,19-02-2024 19:50,Jaipur,234,KIDNAPPING,75,F,Firearm,Other Crime,18,Yes,2024-03-16 21:00:00,2024,2,February,19,Monday,19,Evening,0.6666666666666666,Senior,26.666666666666668
36247,2024-02-20 00:00:00,2024-02-19 06:00:00,20-02-2024 01:02,Mumbai,114,FRAUD,68,F,Unknown,Other Crime,7,No,,2024,2,February,19,Monday,1,Night,0.75,Senior,
36248,2024-02-19 16:00:00,2024-02-19 07:00:00,19-02-2024 12:07,Mumbai,493,DRUG OFFENSE,67,F,Knife,Other Crime,11,Yes,2024-03-31 16:00:00,2024,2,February,19,Monday,12,Afternoon,0.375,Senior,41.375
36249,2024-02-20 23:00:00,2024-02-19 08:00:00,20-02-2024 04:47,Lucknow,437,EXTORTION,35,F,Blunt Object,Other Crime,5,No,,2024,2,February,19,Monday,4,Night,1.625,Adult,
36250,2024-02-22 07:00:00,2024-02-19 09:00:00,19-02-2024 22:07,Hyderabad,105,SHOPLIFTING,16,F,Poison,Other Crime,2,Yes,2024-03-29 07:00:00,2024,2,February,19,Monday,22,Night,2.9166666666666665,Minor,38.916666666666664
36251,2024-02-20 12:00:00,2024-02-19 10:00:00,20-02-2024 00:59,Bangalore,473,BURGLARY,30,M,Explosives,Other Crime,11,No,,2024,2,February,19,Monday,0,Night,1.0833333333333333,Young Adult,
36252,2024-02-19 13:00:00,2024-02-19 11:00:00,20-02-2024 01:50,Chennai,235,FIREARM OFFENSE,47,F,Knife,Fire Accident,2,No,,2024,2,February,19,Monday,1,Night,0.08333333333333333,Adult,
36253,2024-02-20 11:00:00,2024-02-19 12:00:00,19-02-2024 12:52,Indore,375,CYBERCRIME,36,M,Explosives,Other Crime,13,No,,2024,2,February,19,Monday,12,Afternoon,0.9583333333333334,Adult,
36254,2024-02-21 23:00:00,2024-02-19 13:00:00,19-02-2024 18:56,Chennai,122,CYBERCRIME,36,M,Poison,Other Crime,9,Yes,2024-04-27 23:00:00,2024,2,February,19,Monday,18,Evening,2.4166666666666665,Adult,68.41666666666667
36255,2024-02-20 04:00:00,2024-02-19 14:00:00,19-02-2024 14:24,Hyderabad,154,KIDNAPPING,25,M,Explosives,Other Crime,10,Yes,2024-04-03 04:00:00,2024,2,February,19,Monday,14,Afternoon,0.5833333333333334,Young Adult,43.583333333333336
36256,2024-02-21 13:00:00,2024-02-19 15:00:00,20-02-2024 13:41,Visakhapatnam,525,ASSAULT,12,F,Other,Violent Crime,6,Yes,2024-03-15 13:00:00,2024,2,February,19,Monday,13,Afternoon,1.9166666666666667,Minor,24.916666666666668
36257,2024-02-20 14:00:00,2024-02-19 16:00:00,20-02-2024 14:53,Faridabad,553,ASSAULT,40,F,Unknown,Violent Crime,4,No,,2024,2,February,19,Monday,14,Afternoon,0.9166666666666666,Adult,
36258,2024-02-21 20:00:00,2024-02-19 17:00:00,20-02-2024 08:50,Bangalore,402,HOMICIDE,73,M,Poison,Other Crime,13,No,,2024,2,February,19,Monday,8,Morning,2.125,Senior,
36259,2024-02-21 11:00:00,2024-02-19 18:00:00,20-02-2024 05:34,Visakhapatnam,179,BURGLARY,41,M,Explosives,Other Crime,18,No,,2024,2,February,19,Monday,5,Night,1.7083333333333333,Adult,
36260,2024-02-20 01:00:00,2024-02-19 19:00:00,20-02-2024 12:44,Agra,503,EXTORTION,34,M,Poison,Other Crime,2,No,,2024,2,February,19,Monday,12,Afternoon,0.25,Adult,
36261,2024-02-20 01:00:00,2024-02-19 20:00:00,20-02-2024 13:43,Chennai,574,CYBERCRIME,12,M,Explosives,Other Crime,7,Yes,2024-02-28 01:00:00,2024,2,February,19,Monday,13,Afternoon,0.20833333333333334,Minor,8.208333333333334
36262,2024-02-20 08:00:00,2024-02-19 21:00:00,20-02-2024 14:49,Nagpur,181,COUNTERFEITING,77,F,Explosives,Other Crime,19,Yes,2024-02-28 08:00:00,2024,2,February,19,Monday,14,Afternoon,0.4583333333333333,Senior,8.458333333333334
36263,2024-02-22 02:00:00,2024-02-19 22:00:00,19-02-2024 23:48,Ahmedabad,512,CYBERCRIME,63,F,Explosives,Other Crime,19,No,,2024,2,February,19,Monday,23,Night,2.1666666666666665,Senior,
36264,2024-02-22 17:00:00,2024-02-19 23:00:00,20-02-2024 18:20,Bangalore,275,EXTORTION,14,F,Explosives,Other Crime,1,No,,2024,2,February,19,Monday,18,Evening,2.75,Minor,
36265,2024-02-21 03:00:00,2024-02-20 00:00:00,20-02-2024 21:24,Delhi,196,VEHICLE - STOLEN,23,F,Unknown,Violent Crime,13,No,,2024,2,February,20,Tuesday,21,Night,1.125,Young Adult,
36266,2024-02-20 06:00:00,2024-02-20 01:00:00,21-02-2024 00:37,Kolkata,224,KIDNAPPING,75,M,Blunt Object,Other Crime,5,No,,2024,2,February,20,Tuesday,0,Night,0.20833333333333334,Senior,
36267,2024-02-21 06:00:00,2024-02-20 02:00:00,20-02-2024 14:21,Ghaziabad,410,VANDALISM,66,F,Firearm,Other Crime,1,Yes,2024-04-29 06:00:00,2024,2,February,20,Tuesday,14,Afternoon,1.1666666666666667,Senior,69.16666666666667
36268,2024-02-22 17:00:00,2024-02-20 03:00:00,20-02-2024 18:02,Kanpur,516,SEXUAL ASSAULT,29,F,Other,Violent Crime,6,No,,2024,2,February,20,Tuesday,18,Evening,2.5833333333333335,Young Adult,
36269,2024-02-22 08:00:00,2024-02-20 04:00:00,20-02-2024 11:46,Bhopal,207,CYBERCRIME,33,F,Knife,Other Crime,17,No,,2024,2,February,20,Tuesday,11,Morning,2.1666666666666665,Adult,
36270,2024-02-22 14:00:00,2024-02-20 05:00:00,21-02-2024 03:29,Ahmedabad,285,VANDALISM,51,F,Knife,Other Crime,17,Yes,2024-04-25 14:00:00,2024,2,February,20,Tuesday,3,Night,2.375,Senior,65.375
36271,2024-02-20 12:00:00,2024-02-20 06:00:00,21-02-2024 01:46,Bangalore,405,ROBBERY,67,F,Unknown,Violent Crime,15,Yes,2024-07-28 12:00:00,2024,2,February,20,Tuesday,1,Night,0.25,Senior,159.25
36272,2024-02-22 12:00:00,2024-02-20 07:00:00,20-02-2024 12:24,Chennai,569,PUBLIC INTOXICATION,42,F,Poison,Other Crime,18,Yes,2024-03-01 12:00:00,2024,2,February,20,Tuesday,12,Afternoon,2.2083333333333335,Adult,10.208333333333334
36273,2024-02-22 20:00:00,2024-02-20 08:00:00,21-02-2024 02:40,Indore,256,EXTORTION,22,M,Poison,Other Crime,2,Yes,2024-04-19 20:00:00,2024,2,February,20,Tuesday,2,Night,2.5,Young Adult,59.5
36274,2024-02-20 12:00:00,2024-02-20 09:00:00,21-02-2024 02:59,Mumbai,347,CYBERCRIME,54,F,Explosives,Other Crime,10,No,,2024,2,February,20,Tuesday,2,Night,0.125,Senior,
36275,2024-02-20 20:00:00,2024-02-20 10:00:00,21-02-2024 00:51,Chennai,448,FIREARM OFFENSE,10,F,Knife,Fire Accident,9,Yes,2024-03-25 20:00:00,2024,2,February,20,Tuesday,0,Night,0.4166666666666667,Minor,34.416666666666664
36276,2024-02-21 01:00:00,2024-02-20 11:00:00,21-02-2024 09:15,Bangalore,190,KIDNAPPING,28,F,Explosives,Other Crime,1,Yes,2024-04-24 01:00:00,2024,2,February,20,Tuesday,9,Morning,0.5833333333333334,Young Adult,63.583333333333336
36277,2024-02-22 12:00:00,2024-02-20 12:00:00,20-02-2024 15:00,Thane,383,COUNTERFEITING,19,F,Firearm,Other Crime,13,Yes,2024-05-03 12:00:00,2024,2,February,20,Tuesday,15,Afternoon,2.0,Young Adult,73.0
36278,2024-02-22 09:00:00,2024-02-20 13:00:00,20-02-2024 17:22,Kolkata,559,PUBLIC INTOXICATION,38,F,Unknown,Other Crime,13,Yes,2024-03-10 09:00:00,2024,2,February,20,Tuesday,17,Evening,1.8333333333333333,Adult,18.833333333333332
36279,2024-02-23 01:00:00,2024-02-20 14:00:00,21-02-2024 00:44,Jaipur,284,IDENTITY THEFT,78,F,Explosives,Violent Crime,7,Yes,2024-03-21 01:00:00,2024,2,February,20,Tuesday,0,Night,2.4583333333333335,Senior,29.458333333333332
36280,2024-02-22 08:00:00,2024-02-20 15:00:00,21-02-2024 10:23,Ahmedabad,122,ASSAULT,52,F,Unknown,Violent Crime,15,No,,2024,2,February,20,Tuesday,10,Morning,1.7083333333333333,Senior,
36281,2024-02-22 18:00:00,2024-02-20 16:00:00,21-02-2024 12:48,Ahmedabad,506,IDENTITY THEFT,21,M,Poison,Violent Crime,9,Yes,2024-05-20 18:00:00,2024,2,February,20,Tuesday,12,Afternoon,2.0833333333333335,Young Adult,90.08333333333333
36282,2024-02-23 02:00:00,2024-02-20 17:00:00,20-02-2024 21:53,Thane,327,KIDNAPPING,36,M,Knife,Other Crime,13,No,,2024,2,February,20,Tuesday,21,Night,2.375,Adult,
36283,2024-02-21 05:00:00,2024-02-20 18:00:00,21-02-2024 13:25,Lucknow,143,SEXUAL ASSAULT,43,F,Other,Violent Crime,16,Yes,2025-07-07 05:00:00,2024,2,February,20,Tuesday,13,Afternoon,0.4583333333333333,Adult,502.4583333333333
36284,2024-02-21 01:00:00,2024-02-20 19:00:00,21-02-2024 04:49,Meerut,451,ARSON,15,F,Poison,Fire Accident,9,No,,2024,2,February,20,Tuesday,4,Night,0.25,Minor,
36285,2024-02-23 13:00:00,2024-02-20 20:00:00,21-02-2024 01:25,Lucknow,279,HOMICIDE,16,F,Poison,Other Crime,8,Yes,2025-07-17 13:00:00,2024,2,February,20,Tuesday,1,Night,2.7083333333333335,Minor,512.7083333333334
36286,2024-02-23 20:00:00,2024-02-20 21:00:00,20-02-2024 21:57,Delhi,416,KIDNAPPING,61,F,Explosives,Other Crime,17,Yes,2024-04-30 20:00:00,2024,2,February,20,Tuesday,21,Night,2.9583333333333335,Senior,69.95833333333333
36287,2024-02-22 21:00:00,2024-02-20 22:00:00,21-02-2024 16:56,Jaipur,548,EXTORTION,43,M,Explosives,Other Crime,13,No,,2024,2,February,20,Tuesday,16,Afternoon,1.9583333333333333,Adult,
36288,2024-02-21 05:00:00,2024-02-20 23:00:00,21-02-2024 07:27,Hyderabad,502,COUNTERFEITING,47,M,Knife,Other Crime,9,No,,2024,2,February,20,Tuesday,7,Morning,0.25,Adult,
36289,2024-02-23 06:00:00,2024-02-21 00:00:00,21-02-2024 18:39,Thane,577,CYBERCRIME,21,F,Unknown,Other Crime,17,Yes,2024-05-12 06:00:00,2024,2,February,21,Wednesday,18,Evening,2.25,Young Adult,81.25
36290,2024-02-23 17:00:00,2024-02-21 01:00:00,21-02-2024 05:19,Mumbai,422,FRAUD,46,F,Firearm,Other Crime,13,Yes,2024-05-20 17:00:00,2024,2,February,21,Wednesday,5,Night,2.6666666666666665,Adult,89.66666666666667
36291,2024-02-21 16:00:00,2024-02-21 02:00:00,21-02-2024 03:30,Kanpur,241,COUNTERFEITING,73,M,Other,Other Crime,14,No,,2024,2,February,21,Wednesday,3,Night,0.5833333333333334,Senior,
36292,2024-02-21 04:00:00,2024-02-21 03:00:00,21-02-2024 03:52,Bangalore,275,ARSON,54,M,Blunt Object,Fire Accident,14,Yes,2024-05-18 04:00:00,2024,2,February,21,Wednesday,3,Night,0.041666666666666664,Senior,87.04166666666667
36293,2024-02-22 16:00:00,2024-02-21 04:00:00,21-02-2024 14:54,Bangalore,540,PUBLIC INTOXICATION,77,F,Poison,Other Crime,19,Yes,2024-03-05 16:00:00,2024,2,February,21,Wednesday,14,Afternoon,1.5,Senior,13.5
36294,2024-02-22 21:00:00,2024-02-21 05:00:00,21-02-2024 08:28,Agra,491,VANDALISM,69,F,Unknown,Other Crime,3,No,,2024,2,February,21,Wednesday,8,Morning,1.6666666666666667,Senior,
36295,2024-02-23 19:00:00,2024-02-21 06:00:00,21-02-2024 14:52,Bhopal,190,COUNTERFEITING,35,M,Blunt Object,Other Crime,1,Yes,2024-04-24 19:00:00,2024,2,February,21,Wednesday,14,Afternoon,2.5416666666666665,Adult,63.541666666666664
36296,2024-02-23 21:00:00,2024-02-21 07:00:00,21-02-2024 10:35,Delhi,156,PUBLIC INTOXICATION,56,F,Unknown,Other Crime,17,No,,2024,2,February,21,Wednesday,10,Morning,2.5833333333333335,Senior,
36297,2024-02-23 10:00:00,2024-02-21 08:00:00,21-02-2024 19:43,Pune,249,SHOPLIFTING,40,F,Explosives,Other Crime,1,No,,2024,2,February,21,Wednesday,19,Evening,2.0833333333333335,Adult,
36298,2024-02-21 10:00:00,2024-02-21 09:00:00,22-02-2024 05:46,Mumbai,310,SHOPLIFTING,55,F,Poison,Other Crime,14,Yes,2024-03-09 10:00:00,2024,2,February,21,Wednesday,5,Night,0.041666666666666664,Senior,17.041666666666668
36299,2024-02-22 12:00:00,2024-02-21 10:00:00,22-02-2024 03:13,Kolkata,471,EXTORTION,15,F,Explosives,Other Crime,13,No,,2024,2,February,21,Wednesday,3,Night,1.0833333333333333,Minor,
36300,2024-02-22 17:00:00,2024-02-21 11:00:00,21-02-2024 13:17,Delhi,111,HOMICIDE,38,F,Explosives,Other Crime,9,Yes,2025-04-06 17:00:00,2024,2,February,21,Wednesday,13,Afternoon,1.25,Adult,410.25
36301,2024-02-21 17:00:00,2024-02-21 12:00:00,21-02-2024 13:03,Chennai,325,ARSON,59,F,Explosives,Fire Accident,5,Yes,2024-03-21 17:00:00,2024,2,February,21,Wednesday,13,Afternoon,0.20833333333333334,Senior,29.208333333333332
36302,2024-02-23 14:00:00,2024-02-21 13:00:00,22-02-2024 12:51,Delhi,420,ROBBERY,14,F,Explosives,Violent Crime,2,No,,2024,2,February,21,Wednesday,12,Afternoon,2.0416666666666665,Minor,
36303,2024-02-22 00:00:00,2024-02-21 14:00:00,22-02-2024 02:42,Mumbai,246,FRAUD,29,F,Firearm,Other Crime,3,No,,2024,2,February,21,Wednesday,2,Night,0.4166666666666667,Young Adult,
36304,2024-02-21 17:00:00,2024-02-21 15:00:00,21-02-2024 23:30,Nagpur,390,TRAFFIC VIOLATION,56,M,Poison,Traffic Fatality,15,Yes,2024-03-05 17:00:00,2024,2,February,21,Wednesday,23,Night,0.08333333333333333,Senior,13.083333333333334
36305,2024-02-24 04:00:00,2024-02-21 16:00:00,21-02-2024 20:15,Bangalore,484,HOMICIDE,76,F,Knife,Other Crime,5,Yes,2025-03-27 04:00:00,2024,2,February,21,Wednesday,20,Evening,2.5,Senior,399.5
36306,2024-02-22 00:00:00,2024-02-21 17:00:00,22-02-2024 06:51,Bangalore,509,IDENTITY THEFT,12,F,Firearm,Violent Crime,1,No,,2024,2,February,21,Wednesday,6,Morning,0.2916666666666667,Minor,
36307,2024-02-23 17:00:00,2024-02-21 18:00:00,21-02-2024 20:23,Delhi,582,HOMICIDE,10,M,Unknown,Other Crime,7,No,,2024,2,February,21,Wednesday,20,Evening,1.9583333333333333,Minor,
36308,2024-02-23 00:00:00,2024-02-21 19:00:00,21-02-2024 19:34,Surat,577,COUNTERFEITING,67,F,Poison,Other Crime,3,No,,2024,2,February,21,Wednesday,19,Evening,1.2083333333333333,Senior,
36309,2024-02-23 04:00:00,2024-02-21 20:00:00,22-02-2024 06:48,Delhi,249,CYBERCRIME,71,M,Poison,Other Crime,17,Yes,2024-04-18 04:00:00,2024,2,February,21,Wednesday,6,Morning,1.3333333333333333,Senior,56.333333333333336
